"STATION_ID","DISTRICT","TOWS","SURVEY_YEAR","LATITUDE","LONGITUDE","STRATUM","TOTAL_AREA"
"S-30","Single",1,1980,61,-176.96667,15,128721
"M-27","Single",1,1983,59,-174.36667,15,114285
"K-21","Single",1,1988,58.33333,-170.38333,15,123107
"F-08","Single",1,2005,56.66667,-163.38333,15,123107
"F-06","Single",1,1984,56.66667,-164.6,15,115087
"E-22","Single",1,1988,56.33333,-170.68333,15,123107
"S-29","Single",1,1991,61,-176.28333,15,123107
"K-22","Single",1,2001,58.33333,-171.01667,15,123107
"H-05","Single",1,2000,57.33333,-165.23333,15,123107
"C-09","Single",1,2007,55.66667,-162.83333,15,123107
"P-20","Single",1,2008,60,-169.96667,15,123107
"H-10","Single",1,2012,57.33333,-162.15,15,123107
"E-22","Single",1,1982,56.33333,-170.68333,15,122305
"G-02","Single",1,1986,57,-167.08333,15,114285
"K-21","Single",1,1996,58.33333,-170.38333,15,123107
"E-06","Single",1,2007,56.33333,-164.58333,15,123107
"B-08","Single",1,2002,55.33333,-163.41667,15,123107
"J-03","Single",1,1985,58,-166.51667,15,114285
"F-24","Single",1,1988,56.66667,-171.96667,15,123107
"L-23","Single",1,2000,58.66667,-171.71667,15,123107
"S-31","Single",1,1999,61,-177.63333,15,123107
"K-11","Single",1,1997,58.33333,-161.4,15,123107
"O-21","Single",1,1980,59.66667,-170.58333,15,128721
"E-10","Single",1,1985,56.33333,-162.2,15,114285
"F-02","Single",1,1989,56.66667,-167.06667,15,123107
"L-22","Single",1,1993,58.66667,-171.08333,15,123107
"I-03","Single",1,2000,57.66667,-166.5,15,123107
"M-26","Single",1,2008,59,-173.71667,15,123107
"E-22","Single",1,2017,56.32335,-170.6617,15,123107
"A-05","Single",1,2017,54.9776,-165.16014,15,123107
"K-20","Single",1,2017,58.33807,-169.75521,15,123107
"GF2019","Pribilof MTCA",1,2017,56.84154,-169.28896,14,10025
"G-10","Single",1,2017,57.00487,-162.16476,15,123107
"I-19","Pribilof MTCA",1,2017,57.67868,-169.01758,14,10025
"E-03","Single",1,2017,56.35978,-166.41062,15,123107
"M-01","Single",1,2017,58.99072,-167.87983,15,123107
"P-28","Single",1,2017,60.0198,-175.26008,15,123107
"O-21","Single",1,2017,59.67457,-170.57762,15,123107
"T-29","Single",1,2017,61.31825,-176.32768,15,123107
"T-30","Single",1,2017,61.31962,-176.98351,15,123107
"J-14","Single",1,2017,58.00409,-159.64024,15,123107
"K-14","Single",1,2017,58.31651,-159.55749,15,123107
"G-21","Pribilof MTCA",1,2017,57.02604,-170.21272,14,10025
"P-21","Single",1,2017,60.00543,-170.63927,15,123107
"L-04","Single",1,2017,58.65143,-165.9342,15,123107
"S-25","Single",1,2017,60.99489,-173.48741,15,123107
"F-19","Pribilof MTCA",1,2017,56.65899,-168.89419,14,10025
"G-23","Single",1,2017,56.98777,-171.3965,15,123107
"Q-26","St. Matthew MTCA",1,2017,60.33156,-174.10686,17,7218
"I-09","Single",1,2017,57.63772,-162.77242,15,123107
"D-02","Single",1,2017,55.99219,-167.00976,15,123107
"P-25","St. Matthew MTCA",1,2017,60.0029,-173.35479,17,7218
"K-02","Single",1,2017,58.34959,-167.20734,15,123107
"N-24","St. Matthew MTCA",1,2017,59.33006,-172.4683,17,7218
"I-16","Single",1,2017,57.64897,-158.37934,15,123107
"E-20","Single",1,2017,56.34149,-169.29269,15,123107
"N-04","Single",1,2017,59.34411,-165.95509,15,123107
"M-27","Single",1,2017,58.99964,-174.33945,15,123107
"F-11","Single",1,2017,56.66427,-161.57534,15,123107
"G-01","Single",1,2017,57.0106,-167.69956,15,123107
"M-28","Single",1,2017,59.01069,-174.97779,15,123107
"L-09","Single",1,2017,58.65851,-162.69014,15,123107
"G-18","Pribilof MTCA",1,2017,56.9903,-168.31584,14,10025
"K-24","Single",1,2017,58.3295,-172.27984,15,123107
"T-26","Single",1,2017,61.33305,-174.31359,15,123107
"C-09","Single",1,2017,55.65785,-162.83204,15,123107
"M-32","Single",1,2017,59.00196,-177.51455,15,123107
"P-30","Single",1,2017,59.99783,-176.6828,15,123107
"T-27","Single",1,2017,61.34314,-174.97971,15,123107
"I-12","Single",1,2017,57.6788,-160.90221,15,123107
"G-19","Pribilof MTCA",1,2017,57.0132,-168.9407,14,10025
"K-19","Single",1,2017,58.32523,-169.12765,15,123107
"T-25","Single",1,2017,61.31997,-173.57676,15,123107
"H-12","Single",1,2017,57.35487,-160.9441,15,123107
"O-20","Single",1,2017,59.68314,-169.92305,15,123107
"B-06","Single",1,2017,55.33005,-164.56256,15,123107
"C-03","Single",1,2017,55.68056,-166.38265,15,123107
"U-29","Single",1,2017,61.6406,-176.49535,15,123107
"G-22","Pribilof MTCA",1,2017,56.98716,-170.77862,14,10025
"V-26","Single",1,2017,61.99186,-174.52388,15,123107
"J-11","Single",1,2017,57.99216,-161.47276,15,123107
"Q-25","St. Matthew MTCA",1,2017,60.30428,-173.38217,17,7218
"K-27","Single",1,2017,58.32594,-174.30208,15,123107
"M-21","Single",1,2017,59.00202,-170.50942,15,123107
"B-02","Single",1,2017,55.3266,-166.97147,15,123107
"G-24","Single",1,2017,56.99424,-172.01712,15,123107
"I-03","Single",1,2017,57.6977,-166.50755,15,123107
"V-28","Single",1,2017,61.98658,-175.90634,15,123107
"B-04","Single",1,2017,55.3198,-165.78853,15,123107
"J-01","Single",1,2017,58.01331,-167.80793,15,123107
"F-20","Pribilof MTCA",1,2017,56.6784,-169.47588,14,10025
"I-04","Single",1,2017,57.65073,-165.88633,15,123107
"JI2120","Pribilof MTCA",1,2017,57.84945,-169.99075,14,10025
"Q-30","Single",1,2017,60.34161,-176.69,15,123107
"S-22","Single",1,2017,60.98624,-171.46592,15,123107
"H-19","Pribilof MTCA",1,2017,57.34526,-168.98932,14,10025
"G-15","Single",1,2017,57.00459,-159.15501,15,123107
"QP2726","St. Matthew MTCA",1,2017,60.15515,-174.37709,17,7218
"N-01","Single",1,2017,59.3098,-167.91638,15,123107
"I-08","Single",1,2017,57.67144,-163.39127,15,123107
"L-27","Single",1,2017,58.6515,-174.28377,15,123107
"I-15","Single",1,2017,57.64943,-159.01447,15,123107
"G-05","Single",1,2017,56.9888,-165.20943,15,123107
"F-02","Single",1,2017,56.66576,-167.06858,15,123107
"H-04","Single",1,2017,57.3134,-165.85992,15,123107
"J-05","Single",1,2017,58.00483,-165.228,15,123107
"F-09","Single",1,2017,56.66423,-162.79099,15,123107
"L-21","Single",1,2017,58.68926,-170.44146,15,123107
"M-30","Single",1,2017,59.00121,-176.28683,15,123107
"M-05","Single",1,2017,59.01172,-165.31337,15,123107
"I-11","Single",1,2017,57.65053,-161.50788,15,123107
"H-13","Single",1,2017,57.34774,-160.29869,15,123107
"F-24","Single",1,2017,56.66562,-171.95337,15,123107
"E-19","Single",1,2017,56.33213,-168.85379,15,123107
"I-05","Single",1,2017,57.65477,-165.25458,15,123107
"B-01","Single",1,2017,55.35203,-167.55913,15,123107
"O-01","Single",1,2017,59.64841,-167.95199,15,123107
"J-09","Single",1,2017,57.98653,-162.75753,15,123107
"K-03","Single",1,2017,58.32165,-166.55836,15,123107
"M-06","Single",1,2017,58.99631,-164.68905,15,123107
"H-22","Pribilof MTCA",1,2017,57.32315,-170.85282,14,10025
"H-18","Pribilof MTCA",1,2017,57.32404,-168.36143,14,10025
"N-21","Single",1,2017,59.35576,-170.54281,15,123107
"O-03","Single",1,2017,59.66561,-166.61909,15,123107
"K-05","Single",1,2017,58.34674,-165.29036,15,123107
"L-29","Single",1,2017,58.67974,-175.51057,15,123107
"M-08","Single",1,2017,58.98219,-163.35851,15,123107
"O-19","Single",1,2017,59.64303,-169.2658,15,123107
"P-01","Single",1,2017,59.97566,-167.98697,15,123107
"IH2221","Pribilof MTCA",1,2017,57.51269,-170.61047,14,10025
"S-29","Single",1,2017,60.99147,-176.27536,15,123107
"F-25","Single",1,2017,56.64971,-172.54418,15,123107
"R-32","Single",1,2017,60.65568,-178.14075,15,123107
"J-22","Pribilof MTCA",1,2017,57.99045,-170.94465,14,10025
"J-10","Single",1,2017,58.01066,-162.14273,15,123107
"C-02","Single",1,2017,55.66675,-166.98276,15,123107
"GF2120","Pribilof MTCA",1,2017,56.83444,-169.86927,14,10025
"I-13","Single",1,2017,57.65211,-160.24439,15,123107
"J-16","Single",1,2017,57.98366,-158.33269,15,123107
"V-27","Single",1,2017,62.00043,-175.21318,15,123107
"Z-05","Single",1,2017,54.68654,-165.16644,15,123107
"H-20","Pribilof MTCA",1,2017,57.35334,-169.60972,14,10025
"P-27","St. Matthew MTCA",1,2017,60.01571,-174.59139,17,7218
"R-24","Single",1,2017,60.66048,-172.72326,15,123107
"O-31","Single",1,2017,59.66995,-177.0984,15,123107
"PO2524","St. Matthew MTCA",1,2017,59.83993,-172.90504,17,7218
"M-20","Single",1,2017,59.01767,-169.83477,15,123107
"K-12","Single",1,2017,58.28478,-160.7882,15,123107
"R-31","Single",1,2017,60.66254,-177.47641,15,123107
"L-19","Single",1,2017,58.65358,-169.15085,15,123107
"S-24","Single",1,2017,60.99698,-172.76547,15,123107
"J-25","Single",1,2017,57.99205,-172.85745,15,123107
"F-03","Single",1,2017,56.68705,-166.43166,15,123107
"M-18","Single",1,2017,59.00639,-168.5355,15,123107
"H-09","Single",1,2017,57.31751,-162.75871,15,123107
"F-23","Single",1,2017,56.65902,-171.34949,15,123107
"I-24","Single",1,2017,57.6688,-172.1833,15,123107
"C-05","Single",1,2017,55.65586,-165.17059,15,123107
"J-15","Single",1,2017,58.01041,-158.95188,15,123107
"N-25","St. Matthew MTCA",1,2017,59.3298,-173.13418,17,7218
"N-26","St. Matthew MTCA",1,2017,59.31956,-173.8107,17,7218
"P-22","Single",1,2017,59.99046,-171.29661,15,123107
"P-32","Single",1,2017,59.99369,-177.92799,15,123107
"N-27","Single",1,2017,59.34241,-174.43489,15,123107
"O-02","Single",1,2017,59.67831,-167.28811,15,123107
"J-13","Single",1,2017,57.97526,-160.22333,15,123107
"H-10","Single",1,2017,57.3506,-162.13087,15,123107
"L-28","Single",1,2017,58.6871,-174.89917,15,123107
"ON2524","St. Matthew MTCA",1,2017,59.49188,-172.87118,17,7218
"C-07","Single",1,2017,55.68814,-164.00868,15,123107
"I-26","Single",1,2017,57.63991,-173.36945,15,123107
"I-07","Single",1,2017,57.67997,-164.00665,15,123107
"G-26","Single",1,2017,56.98506,-173.24043,15,123107
"E-21","Single",1,2017,56.3443,-170.06214,15,123107
"M-03","Single",1,2017,58.9931,-166.59119,15,123107
"K-06","Single",1,2017,58.33472,-164.64958,15,123107
"H-16","Single",1,2017,57.32726,-158.40648,15,123107
"R-28","Single",1,2017,60.67647,-175.47543,15,123107
"L-30","Single",1,2017,58.65972,-176.12656,15,123107
"K-22","Single",1,2017,58.31371,-171.01716,15,123107
"J-12","Single",1,2017,58.01869,-160.85901,15,123107
"D-10","Single",1,2017,55.98863,-162.26103,15,123107
"GF1918","Pribilof MTCA",1,2017,56.82948,-168.60543,14,10025
"H-26","Single",1,2017,57.31748,-173.32122,15,123107
"G-14","Single",1,2017,57.00142,-159.69203,15,123107
"L-25","Single",1,2017,58.65642,-172.97899,15,123107
"K-04","Single",1,2017,58.32953,-165.94084,15,123107
"PO2625","St. Matthew MTCA",1,2017,59.82261,-173.58845,17,7218
"O-18","Single",1,2017,59.676,-168.61791,15,123107
"F-05","Single",1,2017,56.65143,-165.21025,15,123107
"H-01","Single",1,2017,57.34477,-167.73532,15,123107
"O-22","Single",1,2017,59.65979,-171.23466,15,123107
"I-14","Single",1,2017,57.67285,-159.60909,15,123107
"K-26","Single",1,2017,58.30882,-173.56266,15,123107
"H-24","Single",1,2017,57.3227,-172.10025,15,123107
"A-04","Single",1,2017,54.99454,-165.74737,15,123107
"IH2120","Pribilof MTCA",1,2017,57.51702,-169.99259,14,10025
"E-12","Single",1,2017,56.34861,-160.97008,15,123107
"O-24","St. Matthew MTCA",1,2017,59.65857,-172.58098,17,7218
"I-02","Single",1,2017,57.64643,-167.13381,15,123107
"M-04","Single",1,2017,59.01542,-165.92538,15,123107
"L-23","Single",1,2017,58.66968,-171.73954,15,123107
"L-26","Single",1,2017,58.65936,-173.65643,15,123107
"O-25","St. Matthew MTCA",1,2017,59.65941,-173.21878,17,7218
"G-02","Single",1,2017,56.994,-167.08948,15,123107
"M-07","Single",1,2017,58.9988,-163.98184,15,123107
"M-29","Single",1,2017,59.01284,-175.71821,15,123107
"H-07","Single",1,2017,57.31313,-163.99344,15,123107
"D-18","Single",1,2017,55.99872,-168.22496,15,123107
"S-23","Single",1,2017,61.00324,-172.12351,15,123107
"H-06","Single",1,2017,57.33514,-164.59146,15,123107
"I-18","Pribilof MTCA",1,2017,57.66349,-168.41446,14,10025
"Q-02","Single",1,2017,60.3395,-167.21559,15,123107
"K-18","Single",1,2017,58.34835,-168.46217,15,123107
"E-18","Single",1,2017,56.32258,-168.24148,15,123107
"T-28","Single",1,2017,61.31912,-175.62826,15,123107
"D-01","Single",1,2017,56.01294,-167.62622,15,123107
"I-10","Single",1,2017,57.67614,-162.12258,15,123107
"JI2221","Pribilof MTCA",1,2017,57.83212,-170.60035,14,10025
"H-03","Single",1,2017,57.34718,-166.48991,15,123107
"N-02","Single",1,2017,59.351,-167.28218,15,123107
"F-21","Pribilof MTCA",1,2017,56.66914,-170.07482,14,10025
"Q-01","Single",1,2017,60.33438,-168.01466,15,123107
"JI1918","Pribilof MTCA",1,2017,57.83922,-168.71811,14,10025
"IH2019","Pribilof MTCA",1,2017,57.50306,-169.35237,14,10025
"R-30","Single",1,2017,60.65346,-176.79261,15,123107
"H-15","Single",1,2017,57.32635,-159.0633,15,123107
"K-11","Single",1,2017,58.21314,-161.54437,15,123107
"I-20","Pribilof MTCA",1,2017,57.67822,-169.65565,14,10025
"D-04","Single",1,2017,55.98898,-165.78632,15,123107
"P-18","Single",1,2017,59.9938,-168.63554,15,123107
"D-07","Single",1,2017,55.98589,-164.03443,15,123107
"U-25","Single",1,2017,61.66885,-173.69499,15,123107
"B-08","Single",1,2017,55.35088,-163.41351,15,123107
"I-01","Single",1,2017,57.68035,-167.77004,15,123107
"C-06","Single",1,2017,55.68056,-164.5949,15,123107
"D-08","Single",1,2017,56.00817,-163.41173,15,123107
"A-03","Single",1,2017,55.01922,-166.32267,15,123107
"F-13","Single",1,2017,56.67948,-160.35199,15,123107
"R-26","Single",1,2017,60.65986,-174.12038,15,123107
"M-25","Single",1,2017,58.99063,-173.07088,15,123107
"G-09","Single",1,2017,56.98609,-162.79634,15,123107
"J-04","Single",1,2017,57.99561,-165.88387,15,123107
"H-02","Single",1,2017,57.32529,-167.1206,15,123107
"J-26","Single",1,2017,57.97543,-173.48934,15,123107
"C-08","Single",1,2017,55.68082,-163.41246,15,123107
"Q-22","Single",1,2017,60.34369,-171.32116,15,123107
"L-22","Single",1,2017,58.65359,-171.0812,15,123107
"Q-18","Single",1,2017,60.32164,-168.68905,15,123107
"I-06","Single",1,2017,57.65289,-164.62199,15,123107
"M-23","Single",1,2017,58.98244,-171.78222,15,123107
"N-23","Single",1,2017,59.32579,-171.86627,15,123107
"GF2221","Pribilof MTCA",1,2017,56.82501,-170.46607,14,10025
"D-05","Single",1,2017,55.98851,-165.1814,15,123107
"L-24","Single",1,2017,58.65997,-172.37202,15,123107
"QP2625","St. Matthew MTCA",1,2017,60.13589,-173.76646,17,7218
"H-25","Single",1,2017,57.3506,-172.82252,15,123107
"F-18","Pribilof MTCA",1,2017,56.65854,-168.29087,14,10025
"K-13","Single",1,2017,58.28696,-159.97341,15,123107
"U-28","Single",1,2017,61.66497,-175.752,15,123107
"S-31","Single",1,2017,60.98428,-177.68892,15,123107
"F-10","Single",1,2017,56.6736,-162.18072,15,123107
"G-11","Single",1,2017,56.99323,-161.58334,15,123107
"M-31","Single",1,2017,58.96984,-176.96317,15,123107
"J-03","Single",1,2017,57.98952,-166.51485,15,123107
"E-11","Single",1,2017,56.32538,-161.61699,15,123107
"F-12","Single",1,2017,56.67107,-160.98164,15,123107
"J-08","Single",1,2017,58.01233,-163.37604,15,123107
"Q-28","Single",1,2017,60.35919,-175.37941,15,123107
"L-31","Single",1,2017,58.67176,-176.797,15,123107
"O-26","St. Matthew MTCA",1,2017,59.65419,-173.86141,17,7218
"I-25","Single",1,2017,57.65216,-172.79043,15,123107
"QP2423","St. Matthew MTCA",1,2017,60.15875,-172.35587,17,7218
"K-25","Single",1,2017,58.32196,-172.93826,15,123107
"R-23","Single",1,2017,60.6527,-172.12982,15,123107
"Q-29","Single",1,2017,60.33185,-176.0002,15,123107
"K-01","Single",1,2017,58.32137,-167.83981,15,123107
"N-18","Single",1,2017,59.34492,-168.57811,15,123107
"L-03","Single",1,2017,58.65641,-166.5513,15,123107
"P-23","St. Matthew MTCA",1,2017,60.00212,-171.94019,17,7218
"L-07","Single",1,2017,58.65451,-164.00364,15,123107
"PO2726","St. Matthew MTCA",1,2017,59.82547,-174.21655,17,7218
"B-03","Single",1,2017,55.35403,-166.34207,15,123107
"J-20","Pribilof MTCA",1,2017,57.99035,-169.68222,14,10025
"O-27","St. Matthew MTCA",1,2017,59.677,-174.46019,17,7218
"M-24","Single",1,2017,59.00534,-172.45379,15,123107
"JI2019","Pribilof MTCA",1,2017,57.85725,-169.35317,14,10025
"F-01","Single",1,2017,56.67699,-167.68474,15,123107
"N-03","Single",1,2017,59.33552,-166.62837,15,123107
"G-12","Single",1,2017,56.99723,-160.97261,15,123107
"A-02","Single",1,2017,55.00082,-166.93641,15,123107
"E-07","Single",1,2017,56.32162,-164.01029,15,123107
"Q-31","Single",1,2017,60.30627,-177.3543,15,123107
"S-28","Single",1,2017,60.98397,-175.55396,15,123107
"C-04","Single",1,2017,55.64828,-165.80178,15,123107
"G-04","Single",1,2017,56.9781,-165.85875,15,123107
"K-07","Single",1,2017,58.31965,-163.98744,15,123107
"K-08","Single",1,2017,58.33929,-163.40186,15,123107
"E-09","Single",1,2017,56.32133,-162.81038,15,123107
"L-02","Single",1,2017,58.68272,-167.2172,15,123107
"G-25","Single",1,2017,56.98947,-172.64328,15,123107
"J-07","Single",1,2017,58.01343,-163.99595,15,123107
"G-08","Single",1,2017,57.0148,-163.38573,15,123107
"E-10","Single",1,2017,56.32062,-162.21122,15,123107
"P-31","Single",1,2017,59.98929,-177.25467,15,123107
"C-01","Single",1,2017,55.67721,-167.58769,15,123107
"F-08","Single",1,2017,56.68037,-163.39357,15,123107
"O-04","Single",1,2017,59.66179,-165.93837,15,123107
"O-29","Single",1,2017,59.66879,-175.8888,15,123107
"V-25","Single",1,2017,61.99416,-173.72621,15,123107
"G-03","Single",1,2017,57.01395,-166.47118,15,123107
"N-20","Single",1,2017,59.35371,-169.87847,15,123107
"N-30","Single",1,2017,59.34188,-176.41283,15,123107
"I-23","Single",1,2017,57.66775,-171.5743,15,123107
"M-22","Single",1,2017,58.97737,-171.12791,15,123107
"L-20","Single",1,2017,58.68128,-169.80735,15,123107
"E-02","Single",1,2017,56.32461,-167.03521,15,123107
"G-06","Single",1,2017,57.01501,-164.6071,15,123107
"O-28","Single",1,2017,59.67435,-175.1404,15,123107
"P-19","Single",1,2017,59.98232,-169.31446,15,123107
"H-14","Single",1,2017,57.33052,-159.64713,15,123107
"L-08","Single",1,2017,58.67593,-163.3357,15,123107
"J-02","Single",1,2017,57.97946,-167.16605,15,123107
"L-01","Single",1,2017,58.67131,-167.86935,15,123107
"K-23","Single",1,2017,58.33417,-171.62364,15,123107
"Q-20","Single",1,2017,60.33066,-169.96536,15,123107
"Q-21","Single",1,2017,60.31701,-170.67174,15,123107
"D-03","Single",1,2017,56.01304,-166.40003,15,123107
"S-27","Single",1,2017,61.00403,-174.84805,15,123107
"E-04","Single",1,2017,56.3136,-165.79794,15,123107
"M-19","Single",1,2017,58.98558,-169.16735,15,123107
"P-29","Single",1,2017,59.9819,-175.94434,15,123107
"U-26","Single",1,2017,61.68467,-174.44536,15,123107
"F-14","Single",1,2017,56.66932,-159.77746,15,123107
"L-05","Single",1,2017,58.67084,-165.28989,15,123107
"J-24","Single",1,2017,57.9975,-172.21327,15,123107
"J-23","Single",1,2017,58.00084,-171.57559,15,123107
"R-29","Single",1,2017,60.68231,-176.23854,15,123107
"A-06","Single",1,2017,55.01002,-164.59813,15,123107
"H-08","Single",1,2017,57.34366,-163.39394,15,123107
"E-05","Single",1,2017,56.31814,-165.19134,15,123107
"K-10","Single",1,2017,58.32386,-162.05817,15,123107
"E-01","Single",1,2017,56.34143,-167.65345,15,123107
"G-13","Single",1,2017,57.00806,-160.33793,15,123107
"E-08","Single",1,2017,56.31995,-163.40732,15,123107
"N-05","Single",1,2017,59.32794,-165.32965,15,123107
"L-06","Single",1,2017,58.66706,-164.63201,15,123107
"IH1918","Pribilof MTCA",1,2017,57.49323,-168.76615,14,10025
"I-21","Pribilof MTCA",1,2017,57.65719,-170.26227,14,10025
"G-20","Pribilof MTCA",1,2017,56.99145,-169.53749,14,10025
"HG2019","Pribilof MTCA",1,2017,57.17993,-169.31425,14,10025
"H-21","Pribilof MTCA",1,2017,57.33935,-170.20598,14,10025
"HG2221","Pribilof MTCA",1,2017,57.09998,-170.45849,14,10025
"I-22","Pribilof MTCA",1,2017,57.6694,-170.90131,14,10025
"F-22","Pribilof MTCA",1,2017,56.65814,-170.71913,14,10025
"HG2120","Pribilof MTCA",1,2017,57.17871,-169.87973,14,10025
"O-23","St. Matthew MTCA",1,2017,59.67385,-171.87862,17,7218
"QP2524","St. Matthew MTCA",1,2017,60.18677,-173.03894,17,7218
"ON2625","St. Matthew MTCA",1,2017,59.48976,-173.48708,17,7218
"Q-27","St. Matthew MTCA",1,2017,60.34384,-174.72986,17,7218
"N-29","Single",1,2017,59.33479,-175.76939,15,123107
"M-26","Single",1,2017,58.98778,-173.71439,15,123107
"B-05","Single",1,2017,55.32188,-165.16088,15,123107
"E-06","Single",1,2017,56.34095,-164.5801,15,123107
"C-18","Single",1,2017,55.65603,-168.18081,15,123107
"H-11","Single",1,2017,57.32102,-161.53523,15,123107
"H-23","Single",1,2017,57.33639,-171.4928,15,123107
"N-28","Single",1,2017,59.35851,-175.13251,15,123107
"P-20","Single",1,2017,60.01417,-169.97749,15,123107
"O-30","Single",1,2017,59.6556,-176.52954,15,123107
"N-19","Single",1,2017,59.32106,-169.23273,15,123107
"R-27","Single",1,2017,60.68029,-174.79763,15,123107
"B-07","Single",1,2017,55.32024,-164.03909,15,123107
"F-04","Single",1,2017,56.65509,-165.83672,15,123107
"J-06","Single",1,2017,57.98976,-164.61172,15,123107
"J-19","Pribilof MTCA",1,2017,57.9985,-169.03334,14,10025
"J-18","Pribilof MTCA",1,2017,58.00946,-168.43566,14,10025
"P-24","St. Matthew MTCA",1,2017,60.00405,-172.63294,17,7218
"R-22","Single",1,2017,60.65736,-171.44361,15,123107
"J-21","Pribilof MTCA",1,2017,57.99392,-170.33133,14,10025
"HG1918","Pribilof MTCA",1,2017,57.15421,-168.64241,14,10025
"F-07","Single",1,2017,56.65495,-164.02061,15,123107
"S-30","Single",1,2017,60.99757,-176.99415,15,123107
"G-07","Single",1,2017,56.97594,-164.03205,15,123107
"N-06","Single",1,2017,59.34262,-164.6242,15,123107
"P-26","St. Matthew MTCA",1,2017,59.98205,-173.92425,17,7218
"K-09","Single",1,2017,58.32367,-162.72302,15,123107
"D-06","Single",1,2017,56.00439,-164.59015,15,123107
"Q-19","Single",1,2017,60.30488,-169.32849,15,123107
"D-09","Single",1,2017,55.97655,-162.81395,15,123107
"Q-23","St. Matthew MTCA",1,2017,60.31937,-172.05525,17,7218
"H-05","Single",1,2017,57.31585,-165.22782,15,123107
"K-21","Single",1,2017,58.33571,-170.37704,15,123107
"N-22","Single",1,2017,59.32196,-171.19068,15,123107
"U-27","Single",1,2017,61.68432,-175.10966,15,123107
"L-18","Single",1,2017,58.68247,-168.46075,15,123107
"PO2423","St. Matthew MTCA",1,2017,59.82553,-172.27258,17,7218
"F-06","Single",1,2017,56.68511,-164.5831,15,123107
"R-25","Single",1,2017,60.67861,-173.42804,15,123107
"S-26","Single",1,2017,60.97653,-174.16499,15,123107
"N-07","Single",1,2017,59.35298,-163.98499,15,123107
"M-02","Single",1,2017,59.01425,-167.24119,15,123107
"N-31","Single",1,2017,59.35746,-177.10594,15,123107
"K-07","Single",1,2021,58.33746,-163.98926,15,123107
"Q-01","Single",1,2021,60.2999,-167.98576,15,123107
"L-18","Single",1,2021,58.65212,-168.49452,15,123107
"K-24","Single",1,2021,58.36181,-172.3055,15,123107
"T-30","Single",1,2021,61.31605,-176.97018,15,123107
"K-20","Single",1,2021,58.35132,-169.73129,15,123107
"E-02","Single",1,2021,56.33292,-167.01829,15,123107
"L-26","Single",1,2021,58.64012,-173.59222,15,123107
"Q-28","Single",1,2021,60.35098,-175.38496,15,123107
"H-19","Pribilof MTCA",1,2021,57.34728,-168.97741,14,10025
"I-24","Single",1,2021,57.68323,-172.17982,15,123107
"H-13","Single",1,2021,57.31153,-160.30397,15,123107
"J-16","Single",1,2021,57.98276,-158.32341,15,123107
"J-01","Single",1,2021,57.97731,-167.797,15,123107
"U-26","Single",1,2021,61.66818,-174.50598,15,123107
"D-07","Single",1,2021,56.03397,-164.04321,15,123107
"N-24","St. Matthew MTCA",1,2021,59.34436,-172.53118,17,7218
"Q-19","Single",1,2021,60.33367,-169.2765,15,123107
"P-31","Single",1,2021,60.00034,-177.23564,15,123107
"A-04","Single",1,2021,55.01646,-165.75116,15,123107
"K-09","Single",1,2021,58.31992,-162.71142,15,123107
"L-24","Single",1,2021,58.68972,-172.3724,15,123107
"E-08","Single",1,2021,56.35636,-163.40259,15,123107
"O-22","Single",1,2021,59.64869,-171.24742,15,123107
"P-32","Single",1,2021,60.00555,-177.91649,15,123107
"ON2625","St. Matthew MTCA",1,2021,59.51101,-173.53215,17,7218
"E-03","Single",1,2021,56.35004,-166.40869,15,123107
"J-09","Single",1,2021,57.97855,-162.75201,15,123107
"H-10","Single",1,2021,57.30523,-162.15081,15,123107
"J-15","Single",1,2021,58.00216,-158.93916,15,123107
"K-05","Single",1,2021,58.31802,-165.28929,15,123107
"N-31","Single",1,2021,59.33471,-177.05851,15,123107
"QP2423","St. Matthew MTCA",1,2021,60.17837,-172.3602,17,7218
"M-24","Single",1,2021,59.02333,-172.44581,15,123107
"J-02","Single",1,2021,57.97537,-167.16836,15,123107
"K-01","Single",1,2021,58.31946,-167.82176,15,123107
"J-20","Pribilof MTCA",1,2021,58.01521,-169.71634,14,10025
"J-03","Single",1,2021,58.02069,-166.53482,15,123107
"A-06","Single",1,2021,55.05121,-164.56849,15,123107
"E-20","Single",1,2021,56.36952,-169.46038,15,123107
"M-01","Single",1,2021,58.97753,-167.88273,15,123107
"S-22","Single",1,2021,60.9629,-171.49421,15,123107
"IH1918","Pribilof MTCA",1,2021,57.5145,-168.76034,14,10025
"O-04","Single",1,2021,59.60133,-165.86843,15,123107
"U-29","Single",1,2021,61.64726,-176.45493,15,123107
"PO2524","St. Matthew MTCA",1,2021,59.84152,-172.89374,17,7218
"J-10","Single",1,2021,57.98311,-162.08491,15,123107
"PO2423","St. Matthew MTCA",1,2021,59.82496,-172.27451,17,7218
"E-10","Single",1,2021,56.32219,-162.19211,15,123107
"L-19","Single",1,2021,58.68444,-169.16121,15,123107
"O-21","Single",1,2021,59.64789,-170.57606,15,123107
"M-32","Single",1,2021,58.99811,-177.53794,15,123107
"I-19","Pribilof MTCA",1,2021,57.68445,-169.03645,14,10025
"N-03","Single",1,2021,59.38012,-166.62137,15,123107
"P-18","Single",1,2021,60.00184,-168.65472,15,123107
"K-08","Single",1,2021,58.34034,-163.35125,15,123107
"R-32","Single",1,2021,60.67043,-178.0946,15,123107
